year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
2013,ND,"Electric Generators, Electric Utilities",Natural Gas,2,2.0,121.0,80.0,70.4
2014,ND,"Electric Generators, Electric Utilities",Natural Gas,5,3.0,330.0,248.0,168.0
1990,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,606.7,565.4,
1991,NE,"Electric Generators, Electric Utilities",Natural Gas,,39.0,676.8,630.4,65.0
1992,NE,"Electric Generators, Electric Utilities",Natural Gas,,39.0,677.2,630.9,0.5
1993,NE,"Electric Generators, Electric Utilities",Natural Gas,,41.0,684.7,644.9,14.0
1994,NE,"Electric Generators, Electric Utilities",Natural Gas,,41.0,685.0,642.5,-2.3999999999999773
1995,NE,"Electric Generators, Electric Utilities",Natural Gas,,41.0,707.0,665.7,23.200000000000045
1996,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,588.7,559.2,-106.5
1997,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,684.5,644.2,85.0
1998,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,744.2,712.3,68.09999999999991
1999,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,744.2,722.6,10.300000000000068
2000,NE,"Electric Generators, Electric Utilities",Natural Gas,,40.0,744.0,723.0,0.39999999999997726
2001,NE,"Electric Generators, Electric Utilities",Natural Gas,,31.0,742.0,721.0,-2.0
2002,NE,"Electric Generators, Electric Utilities",Natural Gas,,30.0,829.0,811.0,90.0
2003,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,1453.0,1317.0,506.0
2004,NE,"Electric Generators, Electric Utilities",Natural Gas,,32.0,1566.0,1374.0,57.0
2005,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,1871.0,1589.0,215.0
2006,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,1870.0,1630.0,41.0
2007,NE,"Electric Generators, Electric Utilities",Natural Gas,,34.0,2136.0,1889.0,259.0
2008,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,2080.0,1874.0,-15.0
2009,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,2080.0,1864.0,-10.0
2010,NE,"Electric Generators, Electric Utilities",Natural Gas,,33.0,2080.0,1849.0,-15.0
2011,NE,"Electric Generators, Electric Utilities",Natural Gas,118,33.0,2080.4,1784.3,-64.70000000000005
2012,NE,"Electric Generators, Electric Utilities",Natural Gas,119,34.0,2137.1,1826.4,42.100000000000136
2013,NE,"Electric Generators, Electric Utilities",Natural Gas,112,34.0,2114.8,1899.1,72.69999999999982
2014,NE,"Electric Generators, Electric Utilities",Natural Gas,112,34.0,2114.8,1902.8,3.7000000000000455
1990,NJ,"Electric Generators, Electric Utilities",Natural Gas,,15.0,4456.1,4101.0,
1991,NJ,"Electric Generators, Electric Utilities",Natural Gas,,16.0,4623.9,4410.0,309.0
1992,NJ,"Electric Generators, Electric Utilities",Natural Gas,,16.0,4623.9,4434.0,24.0
1993,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,5007.9,4761.0,327.0
1994,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,4908.6,4657.0,-104.0
1995,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,5431.0,5056.0,399.0
1996,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,5311.4,4912.0,-144.0
1997,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,4251.2,3872.0,-1040.0
1998,NJ,"Electric Generators, Electric Utilities",Natural Gas,,17.0,4222.7,3897.0,25.0
1999,NJ,"Electric Generators, Electric Utilities",Natural Gas,,14.0,4087.7,3807.0,-90.0
2000,NJ,"Electric Generators, Electric Utilities",Natural Gas,,2.0,191.0,171.0,-3636.0
2001,NJ,"Electric Generators, Electric Utilities",Natural Gas,,2.0,177.0,171.0,0.0
2002,NJ,"Electric Generators, Electric Utilities",Natural Gas,,2.0,177.0,171.0,0.0
2003,NJ,"Electric Generators, Electric Utilities",Natural Gas,,2.0,177.0,171.0,0.0
2004,NJ,"Electric Generators, Electric Utilities",Natural Gas,,1.0,77.0,66.0,-105.0
2005,NJ,"Electric Generators, Electric Utilities",Natural Gas,,1.0,77.0,66.0,0.0
2006,NJ,"Electric Generators, Electric Utilities",Natural Gas,,1.0,77.0,66.0,0.0
2007,NJ,"Electric Generators, Electric Utilities",Natural Gas,,1.0,77.0,66.0,0.0
2012,NJ,"Electric Generators, Electric Utilities",Natural Gas,1,1.0,68.2,56.2,-9.799999999999997
2013,NJ,"Electric Generators, Electric Utilities",Natural Gas,1,1.0,68.2,59.9,3.6999999999999957
2014,NJ,"Electric Generators, Electric Utilities",Natural Gas,1,1.0,68.2,59.9,0.0
1990,NM,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1109.7,1063.3,
1991,NM,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1109.7,1063.3,0.0
1992,NM,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1121.0,1079.0,15.700000000000045
1993,NM,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1121.0,1079.0,0.0
1994,NM,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1138.1,1095.6,16.59999999999991
1995,NM,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1118.1,1075.6,-20.0
1996,NM,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1138.6,1094.2,18.600000000000136
1997,NM,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1244.8,1199.6,105.39999999999986
1998,NM,"Electric Generators, Electric Utilities",Natural Gas,,9.0,1333.1,1285.0,85.40000000000009
1999,NM,"Electric Generators, Electric Utilities",Natural Gas,,9.0,1333.1,1275.0,-10.0
2000,NM,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1284.0,1226.0,-49.0
2001,NM,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1284.0,1226.0,0.0
2002,NM,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1549.0,1425.0,199.0
2003,NM,"Electric Generators, Electric Utilities",Natural Gas,,9.0,1458.0,1339.0,-86.0
2004,NM,"Electric Generators, Electric Utilities",Natural Gas,,9.0,1458.0,1339.0,0.0
2005,NM,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1790.0,1619.0,280.0
2006,NM,"Electric Generators, Electric Utilities",Natural Gas,,13.0,2440.0,2158.0,539.0
2007,NM,"Electric Generators, Electric Utilities",Natural Gas,,13.0,2550.0,2259.0,101.0
2008,NM,"Electric Generators, Electric Utilities",Natural Gas,,13.0,2549.0,2259.0,0.0
2009,NM,"Electric Generators, Electric Utilities",Natural Gas,,13.0,2549.0,2259.0,0.0
2010,NM,"Electric Generators, Electric Utilities",Natural Gas,,13.0,2549.0,2253.0,-6.0
2011,NM,"Electric Generators, Electric Utilities",Natural Gas,36,13.0,2549.1,2247.9,-5.099999999999909
2012,NM,"Electric Generators, Electric Utilities",Natural Gas,34,13.0,2523.6,2217.9,-30.0
2013,NM,"Electric Generators, Electric Utilities",Natural Gas,34,12.0,2621.6,2289.8,71.90000000000009
2014,NM,"Electric Generators, Electric Utilities",Natural Gas,40,14.0,2818.1,2471.3,181.5
1990,NV,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1244.9,1142.0,
1991,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1244.9,1142.0,0.0
1992,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1244.9,1136.0,-6.0
1993,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1334.9,1227.0,91.0
1994,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1570.0,1455.0,228.0
1995,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1918.1,1743.0,288.0
1996,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1918.1,1743.0,0.0
1997,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1918.1,1743.0,0.0
1998,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,1918.1,1743.0,0.0
1999,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1648.0,1533.0,-210.0
2000,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1648.0,1533.0,0.0
2001,NV,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1648.0,1547.0,14.0
2002,NV,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1761.0,1636.0,89.0
2003,NV,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1761.0,1576.0,-60.0
2004,NV,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1861.0,1642.0,66.0
2005,NV,"Electric Generators, Electric Utilities",Natural Gas,,7.0,2159.0,1862.0,220.0
2006,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,3621.0,3023.0,1161.0
2007,NV,"Electric Generators, Electric Utilities",Natural Gas,,8.0,3914.0,3217.0,194.0
2008,NV,"Electric Generators, Electric Utilities",Natural Gas,,9.0,5952.0,4964.0,1747.0
2009,NV,"Electric Generators, Electric Utilities",Natural Gas,,9.0,5952.0,4964.0,0.0
2010,NV,"Electric Generators, Electric Utilities",Natural Gas,,10.0,5959.0,4970.0,6.0
2011,NV,"Electric Generators, Electric Utilities",Natural Gas,49,8.0,6336.3,5228.9,258.89999999999964
2012,NV,"Electric Generators, Electric Utilities",Natural Gas,52,9.0,6872.3,5678.9,450.0
2013,NV,"Electric Generators, Electric Utilities",Natural Gas,52,9.0,6870.7,5791.1,112.20000000000073
2014,NV,"Electric Generators, Electric Utilities",Natural Gas,64,12.0,7927.2,6653.5,862.3999999999996
1990,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,5685.2,5064.6,
1991,NY,"Electric Generators, Electric Utilities",Natural Gas,,25.0,8296.0,7633.6,2569.0
1992,NY,"Electric Generators, Electric Utilities",Natural Gas,,25.0,9054.8,8304.0,670.3999999999996
1993,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,8564.8,7894.7,-409.3000000000002
1994,NY,"Electric Generators, Electric Utilities",Natural Gas,,25.0,9949.2,9193.6,1298.9000000000005
1995,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,9090.6,8469.0,-724.6000000000004
1996,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,4947.6,4718.3,-3750.7
1997,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,3275.2,3249.5,-1468.8000000000002
1998,NY,"Electric Generators, Electric Utilities",Natural Gas,,24.0,3304.1,3131.0,-118.5
1999,NY,"Electric Generators, Electric Utilities",Natural Gas,,17.0,2565.3,2600.5,-530.5
2000,NY,"Electric Generators, Electric Utilities",Natural Gas,,16.0,2165.0,2227.0,-373.5
2001,NY,"Electric Generators, Electric Utilities",Natural Gas,,18.0,2820.0,2682.0,455.0
2002,NY,"Electric Generators, Electric Utilities",Natural Gas,,18.0,2933.0,2783.0,101.0
2003,NY,"Electric Generators, Electric Utilities",Natural Gas,,18.0,3039.0,2908.0,125.0
2004,NY,"Electric Generators, Electric Utilities",Natural Gas,,19.0,4006.0,3894.0,986.0
2005,NY,"Electric Generators, Electric Utilities",Natural Gas,,21.0,4894.0,4628.0,734.0
2006,NY,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4894.0,4628.0,0.0
2007,NY,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4894.0,4644.0,16.0
2008,NY,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4894.0,4623.0,-21.0
2009,NY,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4894.0,4629.0,6.0
2010,NY,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4894.0,4619.0,-10.0
2011,NY,"Electric Generators, Electric Utilities",Natural Gas,56,22.0,4932.4,4688.1,69.10000000000036
2012,NY,"Electric Generators, Electric Utilities",Natural Gas,55,20.0,4653.4,4384.6,-303.5
2013,NY,"Electric Generators, Electric Utilities",Natural Gas,55,20.0,4653.4,4385.1,0.5
2014,NY,"Electric Generators, Electric Utilities",Natural Gas,53,19.0,4584.5,4319.7,-65.40000000000055
1990,OH,"Electric Generators, Electric Utilities",Natural Gas,,13.0,561.9,501.4,
1991,OH,"Electric Generators, Electric Utilities",Natural Gas,,14.0,945.5,817.4,316.0
1992,OH,"Electric Generators, Electric Utilities",Natural Gas,,15.0,1063.3,902.4,85.0
1993,OH,"Electric Generators, Electric Utilities",Natural Gas,,15.0,1158.7,980.4,78.0
1994,OH,"Electric Generators, Electric Utilities",Natural Gas,,15.0,1158.7,976.4,-4.0
1995,OH,"Electric Generators, Electric Utilities",Natural Gas,,17.0,1335.9,1139.8,163.39999999999998
1996,OH,"Electric Generators, Electric Utilities",Natural Gas,,17.0,1238.7,1139.8,0.0
1997,OH,"Electric Generators, Electric Utilities",Natural Gas,,16.0,1273.0,1154.4,14.600000000000136
1998,OH,"Electric Generators, Electric Utilities",Natural Gas,,16.0,1374.0,1232.4,78.0
1999,OH,"Electric Generators, Electric Utilities",Natural Gas,,17.0,1374.0,1271.0,38.59999999999991
2000,OH,"Electric Generators, Electric Utilities",Natural Gas,,18.0,1408.0,1300.0,29.0
2001,OH,"Electric Generators, Electric Utilities",Natural Gas,,15.0,1833.0,1661.0,361.0
2002,OH,"Electric Generators, Electric Utilities",Natural Gas,,17.0,3433.0,2921.0,1260.0
2003,OH,"Electric Generators, Electric Utilities",Natural Gas,,19.0,3564.0,3056.0,135.0
2004,OH,"Electric Generators, Electric Utilities",Natural Gas,,21.0,3582.0,3074.0,18.0
2005,OH,"Electric Generators, Electric Utilities",Natural Gas,,19.0,2722.0,2346.0,-728.0
2006,OH,"Electric Generators, Electric Utilities",Natural Gas,,20.0,3644.0,3156.0,810.0
2007,OH,"Electric Generators, Electric Utilities",Natural Gas,,19.0,3626.0,3105.0,-51.0
2008,OH,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4458.0,3749.0,644.0
2009,OH,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4458.0,3741.0,-8.0
2010,OH,"Electric Generators, Electric Utilities",Natural Gas,,22.0,4458.0,3760.0,19.0
2011,OH,"Electric Generators, Electric Utilities",Natural Gas,69,22.0,4447.1,3759.1,-0.900000000000091
2012,OH,"Electric Generators, Electric Utilities",Natural Gas,80,25.0,5874.9,4972.8,1213.7000000000003
2013,OH,"Electric Generators, Electric Utilities",Natural Gas,82,25.0,5950.5,5027.7,54.899999999999636
2014,OH,"Electric Generators, Electric Utilities",Natural Gas,71,23.0,4462.9,3791.1,-1236.6
1990,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,7334.3,6857.9,
1991,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,7334.3,6870.4,12.5
1992,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,7334.3,6888.4,18.0
1993,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,7334.3,6866.0,-22.399999999999636
1994,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,7334.3,6885.0,19.0
1995,OK,"Electric Generators, Electric Utilities",Natural Gas,,25.0,7379.4,6951.8,66.80000000000018
1996,OK,"Electric Generators, Electric Utilities",Natural Gas,,26.0,7368.1,7007.1,55.30000000000018
1997,OK,"Electric Generators, Electric Utilities",Natural Gas,,26.0,7169.2,6934.1,-73.0
1998,OK,"Electric Generators, Electric Utilities",Natural Gas,,25.0,7063.0,6633.9,-300.2000000000007
1999,OK,"Electric Generators, Electric Utilities",Natural Gas,,25.0,7378.0,6887.4,253.5
2000,OK,"Electric Generators, Electric Utilities",Natural Gas,,25.0,7740.0,7411.0,523.6000000000004
2001,OK,"Electric Generators, Electric Utilities",Natural Gas,,23.0,7886.0,7410.0,-1.0
2002,OK,"Electric Generators, Electric Utilities",Natural Gas,,21.0,7920.0,7314.0,-96.0
2003,OK,"Electric Generators, Electric Utilities",Natural Gas,,21.0,7964.0,7340.0,26.0
2004,OK,"Electric Generators, Electric Utilities",Natural Gas,,22.0,8054.0,7427.0,87.0
2005,OK,"Electric Generators, Electric Utilities",Natural Gas,,23.0,8519.0,7899.0,472.0
2006,OK,"Electric Generators, Electric Utilities",Natural Gas,,23.0,9148.0,8364.0,465.0
2007,OK,"Electric Generators, Electric Utilities",Natural Gas,,23.0,9171.0,8221.0,-143.0
2008,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,10847.0,9701.0,1480.0
2009,OK,"Electric Generators, Electric Utilities",Natural Gas,,24.0,11058.0,9842.0,141.0
2010,OK,"Electric Generators, Electric Utilities",Natural Gas,,22.0,10875.0,9669.0,-173.0
2011,OK,"Electric Generators, Electric Utilities",Natural Gas,91,22.0,11407.6,10163.1,494.10000000000036
2012,OK,"Electric Generators, Electric Utilities",Natural Gas,87,21.0,11335.4,10606.3,443.1999999999989
2013,OK,"Electric Generators, Electric Utilities",Natural Gas,87,21.0,11335.4,10393.8,-212.5
2014,OK,"Electric Generators, Electric Utilities",Natural Gas,87,21.0,11335.4,10543.1,149.3000000000011
1990,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,586.2,493.0,
1991,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,586.2,493.0,0.0
1992,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,586.2,493.0,0.0
1993,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,586.2,493.0,0.0
1994,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,586.2,493.0,0.0
1995,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,932.2,766.6,273.6
1996,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,1012.8,849.0,82.39999999999998
1997,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,1025.6,849.0,0.0
1998,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,1025.6,849.0,0.0
1999,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,856.3,706.0,-143.0
2000,OR,"Electric Generators, Electric Utilities",Natural Gas,,2.0,853.0,706.0,0.0
2001,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,893.0,729.0,23.0
2002,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,917.0,753.0,24.0
2003,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,888.0,725.0,-28.0
2004,OR,"Electric Generators, Electric Utilities",Natural Gas,,3.0,888.0,725.0,0.0
2005,OR,"Electric Generators, Electric Utilities",Natural Gas,,4.0,1175.0,967.0,242.0
2006,OR,"Electric Generators, Electric Utilities",Natural Gas,,4.0,1175.0,962.0,-5.0
2007,OR,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1658.0,1354.0,392.0
2008,OR,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1658.0,1364.0,10.0
2009,OR,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1658.0,1341.0,-23.0
2010,OR,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1658.0,1337.0,-4.0
2011,OR,"Electric Generators, Electric Utilities",Natural Gas,15,5.0,1657.9,1387.5,50.5
2012,OR,"Electric Generators, Electric Utilities",Natural Gas,15,5.0,1657.9,1346.5,-41.0
2013,OR,"Electric Generators, Electric Utilities",Natural Gas,15,5.0,1657.9,1366.7,20.200000000000045
2014,OR,"Electric Generators, Electric Utilities",Natural Gas,26,6.0,1864.7,1572.4,205.70000000000005
1990,PA,"Electric Generators, Electric Utilities",Natural Gas,,8.0,261.9,242.0,
1991,PA,"Electric Generators, Electric Utilities",Natural Gas,,9.0,826.9,804.0,562.0
1992,PA,"Electric Generators, Electric Utilities",Natural Gas,,8.0,491.9,443.0,-361.0
1993,PA,"Electric Generators, Electric Utilities",Natural Gas,,9.0,496.0,447.2,4.199999999999989
1994,PA,"Electric Generators, Electric Utilities",Natural Gas,,9.0,661.0,582.2,135.00000000000006
1995,PA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,496.0,447.2,-135.00000000000006
1996,PA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,596.4,534.2,87.00000000000006
1997,PA,"Electric Generators, Electric Utilities",Natural Gas,,14.0,2486.1,2283.2,1748.9999999999998
1998,PA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,2195.7,2016.2,-266.9999999999998
1999,PA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,2016.1,1910.5,-105.70000000000005
2000,PA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,359.0,315.0,-1595.5
2001,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,48.0,48.0,-267.0
2002,PA,"Electric Generators, Electric Utilities",Natural Gas,,1.0,4.0,4.0,-44.0
2003,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,26.0
2004,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2005,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2006,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2007,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2008,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2009,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,30.0,30.0,0.0
2010,PA,"Electric Generators, Electric Utilities",Natural Gas,,2.0,31.0,30.0,0.0
2011,PA,"Electric Generators, Electric Utilities",Natural Gas,7,2.0,31.2,30.3,0.3000000000000007
2012,PA,"Electric Generators, Electric Utilities",Natural Gas,7,2.0,31.2,30.3,0.0
2013,PA,"Electric Generators, Electric Utilities",Natural Gas,7,2.0,31.2,30.3,0.0
2014,PA,"Electric Generators, Electric Utilities",Natural Gas,7,2.0,31.2,30.3,0.0
1991,RI,"Electric Generators, Electric Utilities",Natural Gas,,2.0,110.9,99.3,
1995,RI,"Electric Generators, Electric Utilities",Natural Gas,,1.0,489.2,420.0,320.7
1996,RI,"Electric Generators, Electric Utilities",Natural Gas,,1.0,489.2,420.0,0.0
1997,RI,"Electric Generators, Electric Utilities",Natural Gas,,1.0,489.2,420.0,0.0
1990,SC,"Electric Generators, Electric Utilities",Natural Gas,,14.0,367.6,301.0,
1991,SC,"Electric Generators, Electric Utilities",Natural Gas,,14.0,489.6,396.0,95.0
1992,SC,"Electric Generators, Electric Utilities",Natural Gas,,14.0,489.6,396.0,0.0
1993,SC,"Electric Generators, Electric Utilities",Natural Gas,,14.0,417.1,327.5,-68.5
1994,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,426.9,336.0,8.5
1995,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,436.6,344.5,8.5
1996,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,436.6,344.5,0.0
1997,SC,"Electric Generators, Electric Utilities",Natural Gas,,14.0,752.6,584.5,240.0
1998,SC,"Electric Generators, Electric Utilities",Natural Gas,,12.0,742.9,576.0,-8.5
1999,SC,"Electric Generators, Electric Utilities",Natural Gas,,12.0,742.9,576.0,0.0
2000,SC,"Electric Generators, Electric Utilities",Natural Gas,,12.0,997.0,779.0,203.0
2001,SC,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1586.0,1279.0,500.0
2002,SC,"Electric Generators, Electric Utilities",Natural Gas,,12.0,2582.0,2150.0,871.0
2003,SC,"Electric Generators, Electric Utilities",Natural Gas,,12.0,3055.0,2437.0,287.0
2004,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,4485.0,3712.0,1275.0
2005,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,4485.0,3708.0,-4.0
2006,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,4809.0,3923.0,215.0
2007,SC,"Electric Generators, Electric Utilities",Natural Gas,,15.0,4786.0,3956.0,33.0
2008,SC,"Electric Generators, Electric Utilities",Natural Gas,,13.0,4740.0,3919.0,-37.0
2009,SC,"Electric Generators, Electric Utilities",Natural Gas,,13.0,4772.0,3964.0,45.0
2010,SC,"Electric Generators, Electric Utilities",Natural Gas,,13.0,4804.0,3966.0,2.0
2011,SC,"Electric Generators, Electric Utilities",Natural Gas,60,13.0,4829.5,3981.6,15.599999999999909
2012,SC,"Electric Generators, Electric Utilities",Natural Gas,51,12.0,4731.9,3886.6,-95.0
2013,SC,"Electric Generators, Electric Utilities",Natural Gas,50,11.0,4715.6,3875.6,-11.0
2014,SC,"Electric Generators, Electric Utilities",Natural Gas,53,13.0,4894.6,4042.6,167.0
1990,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,99.1,93.5,
1991,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,127.6,109.7,16.200000000000003
1992,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,148.5,131.6,21.89999999999999
1993,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,173.5,153.2,21.599999999999994
1994,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,361.0,365.9,212.7
1995,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,358.5,363.1,-2.7999999999999545
1996,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,358.5,363.1,0.0
1997,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,358.5,363.1,0.0
1998,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,358.5,363.1,0.0
1999,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,355.8,333.1,-30.0
2000,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,359.0,360.0,26.899999999999977
2001,SD,"Electric Generators, Electric Utilities",Natural Gas,,5.0,358.0,360.0,0.0
2002,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,496.0,459.0,99.0
2003,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,421.0,385.0,-74.0
2004,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,421.0,385.0,0.0
2005,SD,"Electric Generators, Electric Utilities",Natural Gas,,6.0,616.0,553.0,168.0
2006,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,709.0,649.0,96.0
2007,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,709.0,645.0,-4.0
2008,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,805.0,722.0,77.0
2009,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,805.0,722.0,0.0
2010,SD,"Electric Generators, Electric Utilities",Natural Gas,,7.0,805.0,676.0,-46.0
2011,SD,"Electric Generators, Electric Utilities",Natural Gas,17,7.0,804.7,660.6,-15.399999999999977
2012,SD,"Electric Generators, Electric Utilities",Natural Gas,19,8.0,1128.7,945.2,284.6
2013,SD,"Electric Generators, Electric Utilities",Natural Gas,20,9.0,1210.9,997.2,52.0
2014,SD,"Electric Generators, Electric Utilities",Natural Gas,17,8.0,1207.0,993.3,-3.900000000000091
1990,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,516.0,
1991,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,480.0,-36.0
1992,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,488.0,8.0
1993,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,488.0,0.0
1995,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,472.0,-16.0
1996,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,472.0,0.0
1997,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,513.6,41.60000000000002
1998,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,620.8,570.8,57.19999999999993
1999,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,946.0,732.0,161.20000000000005
2000,TN,"Electric Generators, Electric Utilities",Natural Gas,,3.0,1623.0,1344.0,612.0
