"category"	"company.name"	"heat.rate"	"main.mmbtu"	"net.mwh"	"plant.id"	"plant.name"	"year"
"G"	"City of Palm Springs "	8.31921481206267	134347	16149	"G0119 "	"Municipal Cogeneration Plant (Palm Springs)"	2003
"G"	"City of Pasadena "	11.8808904386983	1730820	145681	"G0061 "	"Broadway"	2003
"G"	"City of Pasadena "	21.6428571428571	1212	56	"G0231 "	"Glenarm"	2003
"G"	"City of Redding Electric Utility "	9.00334309117396	2620405	291048	"G0487 "	"Redding Power"	2003
"G"	"City of Riverside Public Utilities Department "	14.3750910415149	39474	2746	"G0912 "	"Springs Generation Project"	2003
"G"	"City of Roseville "	15.297006302521	58251	3808	"G0382 "	"Roseville"	2003
"G"	"City of San Jose "	NA	0	0	"G0121 "	"San Jose Convention Center (Closed 2001)"	2003
"G"	"City of Santa Rosa Utilities Department "	6.4717456760731	92423	14281	"G0077 "	"Laguna Plant Cogen Facility"	2003
"G"	"City of Vernon "	0.166666666666667	9	54	"G0652 "	"Vernon (includes H. Gonzales)"	2003
"G"	"Clean Energy Systems Inc "	9.7523563153751	433541	44455	"G0006 "	"CES Placerita Inc.  (CESP) - Retired December 2010"	2003
"G"	"Coalinga Cogeneration Company "	13.0721542477904	4156030	317930	"G0131 "	"Coalinga Cogeneration"	2003
"G"	"Colton Power LP "	13.5595058752636	90008	6638	"G0842 "	"Century (Alliance)"	2003
"G"	"Colton Power LP "	13.3000893122953	89350	6718	"G0821 "	"Drews - Agua Mansa (Alliance Colton)"	2003
"G"	"ConocoPhillips "	8.59696382901909	3405180	396091	"G0759 "	"ConocoPhillips Los Angeles Refinery Wilmington Plant"	2003
"G"	"ConocoPhillips Company San Francisco Refinery "	11.2289333578116	4587300	408525	"G0632 "	"ConocoPhillips Company  San Francisco Refinery"	2003
"G"	"ConocoPhillips Company San Francisco Refinery "	3.64169795660251	460693	126505	"G0630 "	"Phillips66 - Carbon Plant"	2003
"G"	"Corn Products International Inc "	15.7554405412014	386607	24538	"G0751 "	"Ingredion Stockton Plant"	2003
"G"	"Corona Energy Partners Ltd "	8.63391552349974	2930420	339408	"G0149 "	"Corona Cogen"	2003
"G"	"County of Los Angeles "	8.63794154033643	1871220	216628	"G0157 "	"Pitchess Cogeneration Station"	2003
"G"	"CP Kelco US Inc "	12.6904442456768	2724080	214656	"G0290 "	"CP Kelco - San Diego Plant"	2003
"G"	"Creed Energy Center LLC "	10.1240456627645	139236	13753	"G0918 "	"Creed Energy Center  LLC"	2003
"G"	"Crockett Cogeneration LP "	9.72353951890034	11318200	1164000	"G0161 "	"Crockett Cogeneration Project"	2003
"G"	"Delta Energy Center LLC "	7.3096507461212	38472300	5263220	"G0783 "	"Delta Energy Center  LLC"	2003
"G"	"Diamond Generating Corporation "	10.2362255871357	709135	69277	"G0818 "	"Indigo Generation LLC"	2003
"G"	"Diamond Generating Corporation "	10.0647866818585	318007	31596	"G0819 "	"Larkspur Energy LLC"	2003
"G"	"Dos Cuadras Offshore Resources LLC "	NA	0	0	"G0643 "	"Rincon Facility"	2003
"G"	"Double C Ltd "	10.0726797987175	4027420	399836	"G0176 "	"Double C"	2003
"G"	"Dow Chemical Company "	14.0265485229214	3317952	236548	"G0177 "	"Pittsburg (Closed April 1  2010)"	2003
"G"	"Duke Energy Moss Landing & Oakland LLC "	7.58397849909975	50465560	6654233	"G0372 "	"Moss Landing Power Plant"	2003
"G"	"Duke Energy Oakland LLC "	13.3490345851899	188742	14139	"G0406 "	"Oakland Power Plant"	2003
"G"	"Eco Services Operations LLC "	39.9849541284404	544795	13625	"G0494 "	"Rhodia - Martinez"	2003
"G"	"Eco Services Operations LLC "	38.8602704443013	603500	15530	"G0495 "	"Rhodia Dominguez Plant"	2003
"G"	"EF Oxnard Inc "	9.19147932866271	1910210	207824	"G0180 "	"EF Oxnard  Inc."	2003
"G"	"El Segundo Power LLC "	10.4241943718371	13292130	1275123	"G0194 "	"El Segundo Power Station (for Unit 3 and 4)"	2003
"G"	"Elk Hills Power LLC "	6.93685335053583	12817876	1847794	"G0799 "	"Elk Hills Power  LLC"	2003
"G"	"Energy Operations Group "	9.7894494741464	3277400	334789	"G0366 "	"Lake Shore Mojave  LLC (Retired 8/2013)"	2003
"G"	"Energy Operations Group LLC "	8.82497839390621	2522170	285799	"G0084 "	"Carson Cogeneration Co"	2003
"G"	"Escondido Energy Center LLC "	9.50771396558164	1323740	139228	"G0686 "	"Yuba City Cogeneration Partners LP"	2003
"G"	"ExxonMobil Oil Corporation "	8.86123054761333	2435970	274902	"G0363 "	"ExxonMobil Torrance Refinery"	2003
"G"	"ExxonMobil Production Company "	10.3398739168605	4169306	403226	"G0202 "	"ExxonMobil Las Flores Canyon"	2003
"G"	"Foster Wheeler Martinez Inc / Martinez Cogen Limited Partnership "	7.50616298957547	6284580	837256	"G0613 "	"Martinez Cogen Limited"	2003
"G"	"Fresno Cogeneration Partners "	15.1212481493341	26963	1783.11999999732	"G0384 "	"Fresno Cogeneration Partners  LP"	2003
"G"	"Fresno Cogeneration Partners "	17.4010589013898	26293	1511	"G0904 "	"Fresno Cogeneration Partners  LP PKR"	2003
"G"	"Frito-Lay Inc "	17.7914799511145	611422	34366	"G0216 "	"Frito-Lay (Kern Plant)"	2003
"G"	"General Mills Operations Inc "	16.1804044161292	408895	25271	"G0225 "	"General Mills Operations Inc Lodi Plant"	2003
"G"	"Gilroy Energy Center LLC "	9.55236179600312	147221	15412	"G0917 "	"Feather River Energy Center"	2003
"G"	"Gilroy Energy Center LLC "	10.3142181715458	693724	67259	"G0822 "	"Gilroy Energy Center"	2003
"G"	"Goal Line LP "	8.53542672007218	2497500	292604	"G0233 "	"Goal Line LP"	2003
"G"	"Goose Haven Energy Center LLC "	10.0952818627451	131804	13056	"G0916 "	"Goose Haven Energy Center"	2003
"G"	"Graphic Packaging International Inc "	11.9381352101449	2456140	205739	"G0144 "	"Altivity Packaging - Santa Clara"	2003
"G"	"Greenleaf Plants 1&2 "	7.23528035479097	2752250	380393	"G0238 "	"Greenleaf 1  Inc."	2003
"G"	"Greenleaf Plants 1&2 "	9.412933485571	3363580	357336	"G0239 "	"Greenleaf 2  Inc."	2003
"G"	"Harbor Cogeneration Co "	10.8270635067092	821406	75866	"G0246 "	"Harbor Cogeneration Co"	2003
"G"	"Hershey Chocolate & Confectionary Corp "	NA	0	0	"G0254 "	"Hershey Chocolate Confectionery Oakdale Plant -Shutdown 2006"	2003
"G"	"High Desert Power Project LLC "	7.32086190195654	16974780	2318686	"G0778 "	"High Desert Power Project"	2003
"G"	"High Sierra Ltd "	10.1233977587433	4170850	412001	"G0258 "	"High Sierra"	2003
"G"	"Imperial Irrigation District "	25.6792452830189	4083	159	"G0059 "	"Brawley (Retired 12/31/2009)"	2003
"G"	"Imperial Irrigation District "	14.8069733249317	140992	9522	"G0130 "	"Coachella"	2003
"G"	"Imperial Irrigation District "	10.8073874622891	6265464	579739	"G0190 "	"El Centro Generating Station"	2003
"G"	"Imperial Irrigation District "	16.1211844269786	176398	10942	"G0504 "	"Rockwood"	2003
"G"	"International Power Technology Inc "	15.8262589476328	504098	31852	"G0515 "	"SRI International Cogen Project"	2003
"G"	"Intertie "	10	87000	8700	"G1042 "	"Pacific Palms Cogeneration (shutdown Dec 2014)"	2003
"G"	"JR Simplot Company "	9.37469376644588	206637	22042	"G0128 "	"Lathrop Plant"	2003
"G"	"Kern Front Ltd "	9.35335214958471	4168920	445714	"G0292 "	"Kern Front"	2003
"G"	"Kern River Cogeneration Co "	12.1572773576169	31506800	2591600	"G0293 "	"Kern River Cogeneration Co"	2003
"G"	"KES Kingsburg LP "	10.1722231101167	1272952	125140	"G0286 "	"Kingsburg Cogeneration"	2003
"G"	"King City Energy Center LLC "	10.0745259883964	168436	16719	"G0823 "	"King City Energy Center"	2003
"G"	"Kirkwood Meadows  "	20.9452097683156	133798	6388	"G0801 "	"Kirkwood Meadows PUD"	2003
"G"	"Kyocera America Inc "	10.4256950672646	232493	22300	"G0298 "	"Kyocera Project"	2003
"G"	"LA County ISD (Civic Center) "	11.8404605833593	1706980	144165	"G0758 "	"Civic Center Cogen"	2003
"G"	"LA County ISD (Health Services) "	18.1656855010014	299316	16477	"G0899 "	"Olive View Medical Center"	2003
"G"	"La Paloma Generating Co LLC "	7.1948541545954	24524200	3408575	"G0781 "	"La Paloma Generating"	2003
"G"	"Lambie Energy Center LLC "	9.95313531353135	135711	13635	"G0915 "	"Lambie Energy Center"	2003
"G"	"LAX Airport "	15.1021659101469	845087	55958	"G0803 "	"Central Utility Plant (LAX)"	2003
"G"	"Linn Operating Company (Berry Petroleum LLC) "	13.4855168726813	1664841	123454	"G0368 "	"Berry Cogen Midway-Sunset 18MW"	2003
"G"	"Linn Operating Company (Berry Petroleum LLC) "	12.8817817285859	3999600	310485	"G0638 "	"Berry Cogen Midway-Sunset 38MW"	2003
"G"	"Linn Operating Company (Berry Petroleum LLC) "	10.8536060723925	3683410	339372	"G0032 "	"Berry Placerita Cogen"	2003
"G"	"Linn Western Processing "	16.2384376304681	700104	43114	"G0804 "	"Linn Western Processing Generating Facility (Blacksand)"	2003
"G"	"Live Oak Limited "	9.13300743348568	3445080	377212	"G0315 "	"Live Oak Cogen"	2003
"G"	"Loma Linda University "	11.7086923375671	814000	69521	"G0317 "	"Loma Linda University Cogeneration"	2003
"G"	"Long Beach Generation LLC "	13.8390084669824	1513517	109366	"G0319 "	"Long Beach Generation LLC"	2003
"G"	"Los Angeles Cold Storage Company "	NA	0	0	"G0262 "	"Los Angeles Cold Storage - Retired Dec 2003"	2003
"G"	"Los Angeles Department of Water & Power (LADWP) "	10.7933904972983	6126404	567607	"G0245 "	"Harbor"	2003
"G"	"Los Angeles Department of Water & Power (LADWP) "	10.5094739045043	26113100	2484720	"G0249 "	"Haynes Generating Station"	2003
"G"	"Los Angeles Department of Water & Power (LADWP) "	10.0548680831193	22393800	2227160	"G0549 "	"Scattergood"	2003
"G"	"Los Angeles Department of Water & Power (LADWP) "	12.8434106196686	1708880	133055	"G0648 "	"Valley Generating Station"	2003
"G"	"LSP Morro Bay LLC "	9.99646318880232	2995990	299705	"G0371 "	"Morro Bay Power Plant (Retired Feb 05 2014)"	2003
"G"	"McKittrick Ltd "	8.83101372452856	3475260	393529	"G0339 "	"McKittrick Cogen"	2003
"G"	"Mid-Set Cogeneration Co "	13.3160584086357	4028880	302558	"G0355 "	"Mid-Set Cogeneration"	2003
"G"	"Midway Sunset Cogeneration Co "	11.9954981553277	23016590	1918769	"G0358 "	"Midway-Sunset Cogeneration"	2003
"G"	"Modesto Irrigation District "	6.98495983592548	122607	17553	"G0336 "	"McClure"	2003
"G"	"Modesto Irrigation District "	9.10366721863036	863146	94813	"G0679 "	"Woodland Generation Station"	2003
"G"	"Mule Creek State Prison "	12.9786184210526	39455	3040	"G0378 "	"Mule Creek State Prison"	2003
"G"	"Napa State Hospital "	19.6971988314143	229236	11638	"G0282 "	"Napa State Hospital - Retired December 2013"	2003
"G"	"Navy Public Works "	14.0791993037424	64708	4596	"G0388 "	"Naval Hospital Medical Center"	2003
"G"	"New-Indy Ontario LLC "	13.8449049940176	3598720	259931	"G0280 "	"Ontario Linerboard Mill"	2003
"G"	"New-Indy Oxnard LLLC "	9.48285052569664	515905	54404	"G0677 "	"New-Indy Containerboard Ontario (formerly Oxnard Paper Mill)"	2003
"G"	"Northern California Power Agency "	15.012513601741	27593	1838	"G0379 "	"Alameda"	2003
"G"	"Northern California Power Agency "	15.3000968054211	15805	1033	"G0380 "	"Lodi"	2003
"G"	"Northern California Power Agency "	8.99989791230667	352634	39182	"G0381 "	"Lodi CC (NCPA STIG)"	2003
"G"	"NRG California South "	9.85188870462502	5346620	542700	"G0147 "	"Contra Costa Power Plant - Retired May 2013"	2003
"G"	"NRG California South "	10.6483396267213	13296209	1248665	"G0767 "	"Coolwater Generating Station"	2003
"G"	"NRG California South "	14.7105020018479	47765	3247	"G0195 "	"Ellwood Generating Station"	2003
"G"	"NRG California South "	10.7213115548897	6634101	618777	"G0330 "	"Mandalay Generating Station"	2003
"G"	"NRG California South "	10.8553551217801	19748290	1819221	"G0421 "	"Ormond Beach Generating Station"	2003
"G"	"NRG California South "	10.7912191974692	9332937	864864	"G0462 "	"Potrero Generating Station - Retired 2/28/2011"	2003
"G"	"NRG Delta LLC "	11.3575512187552	22249988	1959048	"G0450 "	"Pittsburg Generating Station"	2003
"G"	"NRG Marsh Landing LLC "	12.9003230272266	3410510	264374	"G0201 "	"Etiwanda Generating Station"	2003
"G"	"NRG Solar Community 1 LLC "	11.6627027027027	21576	1850	"G0527 "	"NRG Energy Inc"	2003
"G"	"Oildale Energy LLC "	10.8432518245761	2458870	226765	"G0409 "	"Oildale"	2003
"G"	"OLS Energy - Agnews Inc "	8.59052994844425	1844550	214719	"G0221 "	"OLS Energy - Agnews Inc."	2003
"G"	"OLS Energy Chino "	8.85967007127636	1929140	217744	"G0404 "	"OLS Energy Chino"	2003
"G"	"Orange County Sanitation District "	5.8592507994518	256518	43780	"G0483 "	"Plant No 1"	2003
"G"	"Oroville Cogeneration LP "	14.8431221020093	134449	9058	"G0424 "	"Oroville Cogeneration LP"	2003
"G"	"Pacific Gas & Electric (PG&E) "	14.839553018017	3339864	225065	"G0268 "	"Humboldt Bay"	2003
"G"	"Pacific Gas & Electric (PG&E) "	10.892645291494	3108859	285409	"G0272 "	"Hunters Point (Closed May 2006)"	2003
"G"	"Palomar Memorial Hospital "	12.0629873719882	53930	4470.7001953125	"G0434 "	"Palomar Medical Center"	2003
"G"	"Paper-Pak Industries "	14.4621424565339	51572	3566	"G0437 "	"Paper-Pak Industries (Shutdown Dec 2008)"	2003
"G"	"PE-Berkeley Inc c/o Olympus Power LLC "	11.6581940711308	2394220	205368	"G0405 "	"PE Berkeley Inc"	2003
"G"	"Plains Exploraton and Production Co "	13.9471921100268	670316	48061	"G0627 "	"Dome Lease Project"	2003
"G"	"Plains Exploraton and Production Co "	12.4871281311756	467593	37446	"G0644 "	"Welport Lease Project"	2003
"G"	"Point Arguello Pipeline Co "	17.8459137547535	994874	55748	"G0453 "	"Point Arguello Pipeline Co.(Gaviota)"	2003
"G"	"Procter & Gamble Paper Products Company "	9.82314886435553	5029020	511956	"G0468 "	"The Procter & Gamble Paper Products Co."	2003
"G"	"Qualcomm Inc "	12.6970542213756	186634	14699	"G0475 "	"Qualcomm Building P Central Plant"	2003
"G"	"Richard J Donovan Correctional Facility "	10.9527849286216	187205	17092	"G0477 "	"Richard J Donovan Correctional Facility - Retired Dec 2007"	2003
"G"	"Ridgewood Power Management LLC "	13.8874099592859	177370	12772	"G0184 "	"Byron Power Partners LP - Retired December 2010"	2003
"G"	"Ridgewood Power Management LLC "	14.1466002816335	281291	19884	"G0283 "	"JRW Associates LP"	2003
"G"	"Ridgewood Power Management LLC "	13.2264324668886	186744	14119	"G0589 "	"Sunnyside Cogeneration Partners LP (Retired December 2008)"	2003
"G"	"Rio Tinto Minerals "	13.1325140812258	4143190	315491	"G0625 "	"U S Borax Inc"	2003
"G"	"Ripon Cogeneration LLC "	9.5855181612593	3657920	381609	"G0564 "	"Ripon Cogeneration Facility"	2003
"G"	"Riverside Canal Power Co Inc "	NA	0	0	"G0259 "	"Riverside Canal Power (Retired 12/31/2004)"	2003
"G"	"Riverview Energy Center LLC "	10.2351620782993	155032	15147	"G0914 "	"Riverview Energy Center"	2003
"G"	"Sacramento Municipal Utility District (SMUD) "	13.2968299711816	32298	2429	"G0335 "	"McClellan"	2003
"G"	"Sacramento Municipal Utility District (SMUD) "	8.2578742308469	9446620	1143953	"G0076 "	"Sacramento Campbell Soup SPA"	2003
"G"	"Sacramento Municipal Utility District (SMUD) "	8.80869053009509	6594864	748677	"G0467 "	"Sacramento SCA"	2003
"G"	"Saddleback Community College "	13.1399105367793	52875	4024	"G1014 "	"Saddleback Community College"	2003
"G"	"Saint Agnes Medical Center "	7.6472086389568	150130	19632	"G0518 "	"Saint Agnes Medical Center"	2003
"G"	"Saint Johns Health Center "	0.25	1	4	"G0582 "	"Saint Johns Health Center"	2003
"G"	"Salinas River Cogeneration Co "	13.5654504595307	3633940	267882	"G0520 "	"Salinas River Cogeneration"	2003
"G"	"Salk Institute "	10.2333588370314	107000	10456	"G0521 "	"Salk Institute - Retired July 2004"	2003
"G"	"San Antonio Community Hospital "	15.788720010049	251388	15922	"G0522 "	"San Antonio Community Hospital"	2003
"G"	"San Diego Gas & Electric (SDG&E) "	12.3918629550321	86805	7005	"G0910 "	"Cuyamaca Peak Energy Plant (formely CalPeak El Cajon)"	2003
"G"	"San Diego State University "	13.1261929502038	821109	62555	"G0511 "	"San Diego State University"	2003
"G"	"San Diego Unified Port District (Dynergy) "	10.707247875944	14243188	1330238	"G0571 "	"South Bay Power Plant - Retired December 2010"	2003
"G"	"San Diego Union-Tribune Publishing Company "	18.260001691618	215888	11823	"G0633 "	"Union Tribune Publishing Co"	2003
"G"	"San Joaquin Cogen "	8.98279725334297	124277	13835	"G0529 "	"San Joaquin Cogen"	2003
"G"	"San Jose State University "	14.9295362508165	571428	38275	"G0087 "	"San Jose Cogeneration"	2003
"G"	"Santa Maria Cogeneration Inc "	14.3430184080559	223622	15591	"G0056 "	"Santa Maria Cogen Plant (Retired 12/31/2013 per CAISO)"	2003
"G"	"Sargent Canyon Cogeneration Co "	13.1813366213123	3645470	276563	"G0547 "	"Sargent Canyon Cogeneration"	2003
"G"	"Sea World of California "	NA	0	0	"G0551 "	"4160 V Cogeneration System"	2003
"G"	"Searles Valley Minerals "	16.2931593145751	2162200	132706	"G0396 "	"Westend Facility"	2003
"G"	"Sharp Grossmont Hospital "	18.3930602957907	194010	10548	"G0241 "	"Grossmont Hospital"	2003
"G"	"Shell Oil Products US - Equilon Enterprises LLC - Martinez Refinery "	9.16565743413376	7462220	814150	"G0755 "	"Martinez Refinery"	2003
"G"	"Silicon Valley Power "	14.3295336787565	27656	1930	"G0228 "	"Gianera"	2003
"G"	"Silicon Valley Power "	15.5914358238605	847644	54366	"G0114 "	"Santa Clara Cogen"	2003
"G"	"Solano County "	14.664791703287	83428	5689	"G0159 "	"Solano County Cogeneration Plant"	2003
"G"	"Solar Turbines Incorporated "	NA	0	0	"G0991 "	"Solar Turbines Inc. - Harbor Drive Plant (Testing Only)"	2003
"G"	"Solar Turbines Incorporated "	0	0	1641.05004882812	"G0990 "	"Solar Turbines Inc. - Kearny Mesa Plant (Testing Only)"	2003
"G"	"Southern California Edison (SCE) "	NA	0	0	"G0523 "	"Mountainview Power - Retired December 2005"	2003
"G"	"Southern California Edison (SCE) "	10.9400828060308	140044	12801	"G0014 "	"Pebbly Beach"	2003
"G"	"Sunrise Power Company LLC "	7.52356793180728	12471480	1657655	"G0784 "	"Sunrise Power"	2003
"G"	"Sycamore Cogeneration Co "	11.9145399968865	32603400	2736438	"G0590 "	"Sycamore Cogeneration Co"	2003
"G"	"Techni-Cast Corporation "	11.0328806290207	61740	5596	"G0621 "	"Techni-Cast"	2003
"G"	"Tesoro LA Refinery - Carson Operations (formerly BP) "	0	0	94835	"G0034 "	"Tesoro LAR Carson (formerly ARCO)"	2003
"G"	"Tesoro Refining and Marketing Company "	10.6832042666277	4675280	437629	"G0776 "	"Los Angeles Refinery (Tesoro)"	2003
"G"	"THUMS Long Beach Company "	10.2565966911778	2863570	279193	"G0925 "	"THUMS"	2003
"G"	"Turlock Irrigation Distict "	9.94399522799576	300070	30176	"G0016 "	"Almond Power Plant"	2003
"G"	"Turlock Irrigation Distict "	17.349	34698	2000	"G0662 "	"Walnut"	2003
"G"	"U S Trust Co of California "	8.61206011844204	1938480	225089	"G0403 "	"CI Power Cogeneration Plant (OLS Camarillo)"	2003
"G"	"UC Davis Operations & Maintenance Utilities Division "	12.3171285514672	211559	17176	"G0639 "	"University of California  Davis - Idefinite Shutdown"	2003
"G"	"UC Santa Cruz "	11.0553281230617	178234	16122	"G0541 "	"UC Santa Cruz Cogeneration"	2003
"G"	"UCLA "	13.955146414917	3266830	234095	"G0763 "	"UCLA Energy Systems Facility"	2003
"G"	"United Cogen Inc "	10.407757104508	2023830	194454	"G0636 "	"United Cogen Inc (SFO) - Retired 3/31/2012"	2003
"G"	"United Technologies Corporation "	8.7122742960036	348369	39986	"G0281 "	"UTC Aerospace Systems Cogeneration Plant"	2003
"G"	"University of California San Diego "	11.7236098286075	2082160	177604	"G0640 "	"University of California San Diego Cogeneration Facility"	2003
"G"	"University of San Francisco "	11.4655942053398	136131	11873	"G0641 "	"Univ of San Francisco Cogen"	2003
"G"	"Valero Refining Company - California "	2.92275601446149	982236	336065	"G0902 "	"Valero Cogeneration Unit #1"	2003
"G"	"Vintage Petroleum Inc "	12.0843815161095	359317	29734	"G0658 "	"Centaur Generator Facility (Shut Down 8/1/08)"	2003
"G"	"Watson Cogeneration Company (Tesoro Refining & Marketing) "	7.88014805120445	23121300	2934120	"G0035 "	"Watson Cogeneration Co"	2003
"G"	"Wellhead Power Panoche LLC/Gates LLC "	18.4139344262295	67395	3660	"G0906 "	"Wellhead Power Gates  LLC"	2003
"G"	"Wellhead Power Panoche LLC/Gates LLC "	13.0322580645161	51712	3968	"G0905 "	"Wellhead Power Panoche  LLC"	2003
"G"	"Western Power and Steam "	8.8499506839916	2063720	233190	"G0173 "	"Western Power and Steam  Inc. (DAI Oildale)"	2003
"G"	"Wheelabrator Technologies Inc "	9.52519085899186	3014380	316464	"G0563 "	"Wheelabrator Lassen (Retired 5/2013)"	2003
"G"	"Wheelabrator Technologies Inc "	9.65086402337649	1149360	119094	"G0673 "	"Wheelabrator Norwalk Energy"	2003
"G"	"Wolfskill Energy Center LLC "	9.94193071137961	161278	16222	"G0913 "	"Wolfskill Energy Center"	2003
"G"	"Yountville Cogeneration Associates "	13.8867708730461	72850	5246	"G0653 "	"Veterans Home of California"	2003
"G"	"Yuba City Energy Center LLC "	9.71028905524288	177708	18301	"G0919 "	"Yuba City Energy Center"	2003
"H"	"Calaveras County Water District "	0	0	6497	"H0073 "	"Hogan"	2003
"H"	"California Department of Water Resources "	0	0	67580	"H0058 "	"Alamo"	2003
"H"	"California Department of Water Resources "	0	0	1120170	"H0137 "	"Devil Canyon"	2003
"H"	"California Department of Water Resources "	0	0	1569450	"H0164 "	"Edward C Hyatt"	2003
"H"	"California Department of Water Resources "	0	0	68748	"H0337 "	"Mojave Siphon"	2003
"H"	"California Department of Water Resources "	0	0	201937	"H0510 "	"Thermalito (Unit 1 HY Unit 2-3-4 PS)"	2003
"H"	"California Department of Water Resources "	0	0	23400	"H0511 "	"Thermalito Diversion Dam"	2003
"H"	"California Department of Water Resources "	0	0	337260	"H0452 "	"W R Gianelli"	2003
"H"	"California Department of Water Resources "	0	0	427414	"H0567 "	"William E. Warne"	2003
"H"	"Calleguas Municipal Water District "	0	0	7154	"H0078 "	"East Portal Generator"	2003
"H"	"Calleguas Municipal Water District "	0	0	1651	"H0076 "	"Springville Reservoir"	2003
"H"	"City of Escondido "	NA	0	0	"H0021 "	"Bear Valley"	2003
"H"	"City of Pasadena "	NA	0	0	"H0014 "	"Azusa"	2003
"H"	"City of Redding Electric Utility "	0	0	23671	"H0564 "	"Whiskeytown"	2003
"H"	"City of Ukiah "	NA	0	0	"H0283 "	"Lake Mendocino"	2003
"H"	"Desert Water Agency "	NA	0	0	"H0136 "	"Whitewater Hydroelectric Plant"	2003
"H"	"East Bay Municipal Utility District (EBMUD) "	0	0	28249	"H0080 "	"Camanche"	2003
"H"	"East Bay Municipal Utility District (EBMUD) "	0	0	98324	"H0380 "	"Pardee"	2003
"H"	"El Dorado Hydro "	0	0	12094	"H0168 "	"Montgomery Creek Hydro"	2003
"H"	"El Dorado Irrigation District "	0	0	9557	"H0167 "	"El Dorado"	2003
"H"	"Friant Power Authority "	0	0	91151	"H0198 "	"Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)"	2003
"H"	"Humboldt Bay Municipal Water District "	0	0	6436	"H0241 "	"Gosselin Hydroelectric Plant"	2003
"H"	"Hydrodynamics "	0	0	12179	"H0323 "	"Bidwell Ditch"	2003
"H"	"Hydrodynamics "	0	0	11245	"H0321 "	"Hatchet Creek Project"	2003
"H"	"Hydrodynamics "	0	0	8237	"H0322 "	"Roaring Creek"	2003
"H"	"Hypower Inc "	0	0	57888	"H0192 "	"Forks of Butte Hydro Project"	2003
"H"	"Imperial Irrigation District "	0	0	20712	"H0147 "	"Drop 1"	2003
"H"	"Imperial Irrigation District "	0	0	53646	"H0149 "	"Drop 2"	2003
"H"	"Imperial Irrigation District "	0	0	51068	"H0150 "	"Drop 3"	2003
"H"	"Imperial Irrigation District "	0	0	102440	"H0151 "	"Drop 4"	2003
"H"	"Imperial Irrigation District "	0	0	14947	"H0152 "	"Drop 5"	2003
"H"	"Imperial Irrigation District "	0	0	5310	"H0160 "	"East Highline"	2003
"H"	"Imperial Irrigation District "	0	0	23697	"H0385 "	"Pilot Knob"	2003
"H"	"Imperial Irrigation District "	0	0	1737	"H0531 "	"Turnip"	2003
"H"	"Isabella Partners "	0	0	8027	"H0094 "	"Isabella"	2003
"H"	"Kaweah River Power Authority "	0	0	31521	"H0262 "	"Terminus Hydroelectric Project"	2003
"H"	"Kings River Conservation District "	0	0	317487	"H0387 "	"Pine Flat"	2003
"H"	"Los Angeles County Flood Control District "	0	0	7781	"H0442 "	"San Gabriel Hydroelectric Project"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	11494	"H0040 "	"Big Pine"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	314840	"H0090 "	"Castaic (Pumped Storage)"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	73530	"H0110 "	"Control Gorge"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	5766	"H0116 "	"Cottonwood"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	3950	"H0142 "	"Division Creek"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	26970	"H0189 "	"Foothill"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	7967	"H0193 "	"Franklin"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	20241	"H0216 "	"Haiwee"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	75604	"H0328 "	"Middle Gorge"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	6147	"H0394 "	"Pleasant Valley"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	33985	"H0438 "	"San Fernando"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	199380	"H0441 "	"San Francisquito 1"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	83308	"H0440 "	"San Francisquito 2"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	93	"H0467 "	"Sawtelle"	2003
"H"	"Los Angeles Department of Water & Power (LADWP) "	0	0	72189	"H0536 "	"Upper Gorge"	2003
"H"	"Lower Tule River & Pixley Irrigation District "	0	0	2158	"H0503 "	"Success Power Project"	2003
"H"	"Madera-Chowchilla Water Power Authority "	NA	0	0	"H0310 "	"Madera Canal (Station 980  1174  1302  1923)"	2003
"H"	"Malacha Hydro Ltd Partnership "	0	0	65012	"H0311 "	"Muck Valley Hydroelectric"	2003
"H"	"Merced Irrigation District "	0	0	211871	"H0175 "	"Exchequer"	2003
"H"	"Merced Irrigation District "	0	0	23374	"H0316 "	"McSwain"	2003
"H"	"Merced Irrigation District "	0	0	5863	"H0325 "	"Merced ID (Parker)"	2003
"H"	"Metropolitan Water District "	0	0	8091	"H0114 "	"Corona"	2003
"H"	"Metropolitan Water District "	0	0	246	"H0119 "	"Coyote Creek"	2003
